seed_script,followup_1,followup_2,followup_3
"    ""A water cooler is filled with light, but I can't make it stop."",","Interpretation I dreamt of having made another phone call with my mother and my dad, which turned out not to be true. Also: In real life the setting for this test takes place at home. There may also be an actual game of telephone in which the first participant asks questions about different objects. Answers to questions 2. Participant4____5. Neither6. Unpleasant7.",The test went exactly as my earlier dream; just the opposite.,Interpretation No interpretation for this dreamed event. Answers to questions 2. I don't know what happened. Actual participant4: pleasant5____ 2--[ stronger] 4. Pleasant6______ 4---[ stronger]. Stronger than last night! Answers byometer: positive7--[strong />8---[ Stronger than last night.
"    ""My badge plays back a conversation, but I can't make it stop."",",Interpretation No interpretation. Answers to questions 2. Unpleasant5. Actual participant6. An unpleasant7. Pleasant9. No10. What about the game? It is a 11 dreamed: A day before a big game of telephone: my friends call on the lines and our game ends with only 12.,Answers to questions 2--3--[ cannot remember] 4--( cannot recall) 5--(inclined) 6--(not remembered) 7--(not remembered). Participant4--[ couldn't remember; had forgotten to tell neighbor at 8:30. Woke upstairs in bed with R.,Two more kids arrive and want us out the front but get out without touching anything. We call home and tell them to stop and tell them. One (vivid) boy is lying on bed and has some small baby slippers with him. A friend comes and we hold him and offer to play in his place. He starts working on the phone. The kids finally manage it.
"    ""The projector has been rearranged, like it's waiting for someone."",",Interpretation I was playing an games of telephone - not an intercourse game! Answers to questions 2. In reality it is not a game: it could be a game of tennis. Neither5. Answers to questions 6. No answered9. Pleasant11.,"Answers to questions 2. Participant3 dreamed 14 dream 25 real life friend6 Yes myself Answers to questions 7. Actual participant8. I was playing a game: I was getting a ball with my wife (F). There were no keys. She said, Petracked.","Interpretation No interpretation. Woke my wife, while trying to repeat the results; 8."
"    ""The projector glows slightly, like it's waiting for someone."",","We have 2 dials that look too warm. One on each line looks more hot, which makes us all move a little. Several times I try again at this one, but make a wrong turn, being caught by a dark light and suddenly my brother Stuart leaves (he is very young). He is wearing his white towel around his face as he is trying not to be noticed. I feel a little guilty since I made the mistake, but just keep working on something else to try to convince him that when you try to work on nothing more than what they want your fingers to do. At one point we have enough time to succeed -- all the hands reach mine! Then it's time to move. So we are on to go downstairs to bed.",Answers to questions 2.,Interpretation None Answers to questions 1 thru 13 14. Happy15. Actual participant16. Unpleasant18. My house is the home of someone we have never seen. I had forgotten about it because I go out to visit him when I live here.
"    'My voicemail hums in Morse code, even though it was decommissioned.',",This is an enormous game in which we are trying to solve many problems using just one phone. Interpretation None No interpretation Answers to questions 2. Actual participant: Father Andrew. Answers to questions 3. A brother and sister. It is our attempt at answering several problems. Answers taken: Yes (in my dream). I don't remember exactly what I am trying to do2.,"After we have passed each question we must repeat, I hope you will get results. Finally answer: yes! I go to church for supper and he says after taking my plate; not guilty but sorry about my poor food. Then he leaves, and is wearing a yellow bandage over his bald head. Waking his tiredness with the priest's permission). He does give me water but leaves so.",We talk about how hard it is for married couples to pay the rent.
"    ""The breakroom no longer responds, though it's not plugged in."",","Interpretation I know this game has been asked here a lot many times, it must be remembered - if I ever recall it. It may be one of my dreams or several others. What is the nature and purpose? It is so annoying! Answers to questions 2. Afraid; Others don't feel this game is right. Actual participant: Frank. Answers to question 4. No answer in each dream.",Answers To questions 2. Happy3rdly happy4.,"Interpretation The game was played on the telephone outside our school. Answers to questions 2. In dream). Answers to questions 4. No dance classes, no music. Answers not found at school: 1. In the bathroom of our playhouse."
"    'The inbox plays back a conversation, even though it was decommissioned.',","My partner and I run to the office to finish something. It is early evening and the traffic is heavy. The door opens in one direction and a lady gives us a short half-urbank that will carry the dishes to our room. I find it rather tight as I hold her back and have an uncomfortable feeling with the tight tight door. She gets another phone number on a hard wood stand. We meet for coffee and as we're about to break up, I see Dr. M -- coming home. He comes. He looks over the table; he has won't say hello. As I begin my meal he asks I have several guests? He says goodbye. In silence I feel sad and embarrassed, but as he's gone, where do you mean dinner?",We leave; he tells me it will never come.,Interpretation This game seemed like I had gone through many games of telephone with Ben D-- Answers to questions 2. No11 no12.
"    ""The breakroom runs backwards, like it's waiting for someone."",","This is quite usual because there's a lot of traffic around here, but we're not playing this game. There are several cars. One car has two keys - two with driver's lights and one without them; one in green and one on blue. The driver gets quite mad and puts his hand up my middle finger (this has happened twice in about six years). He says, What is your name? It can't be me, and I say, I am not happy, you were already paying extra! I don't know this could happen again. We get out into the city's dark, slum. Some boys come out to the big church at night and play with us.",They stop to have fun. We take a long time with some guys. Then we play a game of bowling at a bridge.,"Interpretation I had thought I could beat the other guys by one point. Answers to questions 2. Other guys, a professor from another university who is an instructor of mine who I have to teach. My friend Ron and my friend Jack. We seem very close: I kiss each other often. My friend Ralph seems as if he is not quite happy about the game but is quite surprised at my bowling. I see him as though we never discussed it. He is very sleepy."
"    ""My voicemail no longer responds, though it's not plugged in."",","Somebody who is my age with whom I'm not normally practicing, except that when he is) 3. Participant4. Answers To questions5. Actual participant6. Pleasant7. No-one around: no direct witness8. No family member(s; no idea of home or place where they lived: nobody9. The place we're on and I don't know exactly how to tell you, but I've never told about it.","Interpretation None. No connection between us (my age and my play of telephone). Unpleasant, almost as though I was learning something new. Answers to questions 2. Happy3. Neither4.",Answers to questions 2-Yes3-No4 - 10:00 am The next day I arrive at my boyfriend's house. We want to go home together. He has arrived at his apartment for dinner but his room is the old one that he came from (which he showed me). He sees me outside at his window and is very anxious. My brother comes to visit. This is asking for a box of ice cream.
"    'The projector hums in Morse code, as if the office is remembering something.',","French] Interpretation I'm not sure of the interpretation. We were playing an open world game of telephone and it's probably because we can't wait for someone later. Answers to questions 2. Matthew, sandy and alive. I hadn't done it in person.",The young man asks them to tell him of their memory of him and also about how they feel since they have been living and loved by such a great leader. He tells the girls to try again but he won't do so fast. I have to look for my purse. There is only one tiny white bag with two small pocket drawers and no purse; very heavy! This purse is wrapped in papers.,Interpretation It seems to be an old dating game in which it is easy for all ages to recall but not so smooth for one child to remember. Answers to questions 2. Happy3. Others4. Neither5. Unpleasant6.
"    'A water cooler has been rearranged, and no one seems to notice.',","Interpretation There is a lot I do not like about this game. A game, not the answer, but the meaning behind it has changed; I think maybe I am guilty or may be guilty of some crime. Answers to questions 2. Perplexed3. I awoke5. No interpretation. Answers: In my dream I did not believe that any foul play is taking place. Answers To questions2.",Answers to questions 2nd and 3rd: A number one person who played telephone game against us as an away team last night (we played against the teams from home).,"Interpretation No interpretation. Answers to questions 1-3: We always play telephone games in this way; (the last game which was decided on by me, in which we were our only team). Answers To questions 4-6: Neither very clear; not too many words. No feeling."
"    ""The projector glows slightly, though it's not plugged in."",",This time the light is shining on the window and I see a huge number of people gathered from high school desks around me. I go over to call Dr. Fleischman to get a phone number for my friend. Interpretation None. Answers to questions 2. Happy3. Pleasant4. Actual participant: At night--over by elevator. A voice5.,In this room many ladies are dancing with flowers. It is very pleasant. Many of them wear the same color berry and white sweaters they made in Vienna.,"Interpretation I dreamed that I was home from Vienna at 5:00 pm and that I had dinner at the restaurant there. Answers to questions 2) Afraid3) Participant4). Unpleasant5). No6). Do not know7). Dream continued after that, but cannot remember8)."
"    'The training video is filled with light, like a scene from a dream.',","At first, I didn't have my mom's car with me, but later I took it with us when we went to the We are practicing telephone games. He calls to me to say that he will give me money. Frank, in Spanish for her.","Interpretation He is the wife - very serious or serious. Many relatives are saying that he isn't married. I think this happened several times before. Answers to questions 2. Last night night, I had 2 dreams, and they weren___________5. Unpleasant6. Actual participant7.","But I'm not so tired as I'd like some rest after dark. Answers to questions 2. No, Yes. A few."
"    ""The breakroom prints out my thoughts, though it's not plugged in."",","Interpretation Something about a printing press (? This is of importance for player of telephone in the game of telephones: I want us to play the game at home, and as soon as we do it, I start taking notes. Answers to questions 2. Answers by speaker: speaker: Dr.","My parents call me and tell me that the radio is broken, but we have to wait until the next day; I don't want to wait. A boy tells me he has a voice in his pocket, so I hurry. I try to answer the questions, I am unable with the answers so I won't reach the place where they belong.",Then they are there and they have heard a loud knocking at our door which is answered by some man who is a friend from Vienna (I think he is one of the friends whom I slept with for many months). I yell: Who's come here? I remember we don't have none.
"    'The training video runs backwards, and no one seems to notice.',","Interpretation No interpretation or interpretation Answers to questions 2. Unpleasant3____4;5;6;7;8;9;10;11;12;13;14;15:00. I could hear the answers]. My friends Bob, Carol, Dora, and Stephen--all from the computer lab are involved with this. Bob says that when I try something I get really mad or uncomfortable at his words and then try harder. He has these two opposite poles trying to drive me crazy.","We have been playing some sort of game of telephone. Two ladies and their daughter; one woman try, with help upstairs neighbor as we watch.","We see some dial booth: a green door, but it is too close to the ground - but we open the door in time and make the call and keep on going. Finally, when I awake, my father does something, but I can't remember that part! I am standing, and have a moment's concern that the lady there has fallen off the altar by mistake, and I will have to leave her with someone while my father, since it is raining, too late. Then I start downstairs and see Mabel (a college friend)."
"    ""The boardroom runs backwards, but I can't make it stop."",","See many letters from Frank's mother who says he has received many beautiful ones from his friends. I am in the hotel & have lots of shoes & clothes - no shoes or shoes: can't find shoes on floor. Marita: she asks me if we ever talk about my children; I say that I've been going back for several weeks - I tell her I have children & they all cry, but I can't stop crying. Then I'm not able to go home - I have to go to an unknown place and find a small, tiny town that is still OK for my parents; it looks like my the Greek Orthodox Church.","Had left the hotel alone with many friends - many women & children - some of them stay with us, while we're there. Only 2 or 3 people I leave after a short time.",Interpretation None Answers to questions 2. A pleasure4 dreamed5. Actual participant: In real life everyone is feeling quite lonely which I am. No10. No Answers to questions2.
"    'A water cooler prints out my thoughts, and no one seems to notice.',","Some woman takes her daughter out, but the baby is not with her. Interpretation There are many dreams I have of which do not seem real but are only a result from my own experience with some people whom I know, such as Dr. Stebner of the Catholic University (M). The dream that she lives near here has my picture on it. She appears young and beautiful, wearing a bright blue dress and black shoes. The color of the picture is intense colors, like reds, yellows, greens; and the light to them both are greenish orange-cyan looking. My mother insists the dream has been very vivid.","At my children's home - a large room with a big kitchen. It must be a meeting room for us all, and I am annoyed to find the room empty tables filled with dishes and chairs; not chairs.",Interpretation None Answers to questions 2. No favorite7. An unidentified female9. Participant12 minutes before lunch13. My friends (male14.
"    'The projector is filled with light, and no one seems to notice.',",Dr. H-- for breakfast. Interpretation No interpretation. Answers to questions 2. I have an appointment with Dr.,"See children, many moving things around - some people do not see them but hear them. Something about a trolley ride. At the end some other people, including my Father Andrew walk in, and I tell him to meet me at a later time (like by Friday) and say I'm sorry I wasn't able to make it. He says he is sorry about his missing teeth; I will try again - Then I am aware I can go to see Dr. I ask her if I can do some business - Frank asks of course, & to make out lunch together with her.",
"    'My badge has been rearranged, with my old ID number flashing.',","Interpretation I would like to play a game of telephone and don't want any trouble. The game was not correct, so I don't think it is fair that he should have done this. Other players said that too many problems could be fixed by counting the number on an old card but I am not sure if this is accepted. Answers to questions 2. Anxious3. Answers to questions5. None6.",The game had been suggested to me by some other people before 9 and I could not decide on which answer to give. After the game I decided to give up my games. In the room we were discussing about 1/2 which was our best one and finally decided on 5.,"It was after this I found myself going in for a long day. There was a man behind some stairs and we went down. I seemed to have had a sore on my arm. The wind blew hard, so I started to go downhill. Then I awoke feeling better. I remembered feeling more comfortable in the morning and more rested. Later on as I was getting tired, some of my friends from school gave me home because their home looked different, but I did not have any shoes or shoes in my own."
"    'The projector hums in Morse code, like a scene from a dream.',","Interpretation None Answers to questions 2. Wives and girlfriends who told me I made good answers to my quiz. Answers to questions 2. A-M - none3. Anxious. My mother says: Are you happy that you answered the right question but if so, what are you worried about?",Father Andrew and Marissa. She asks me if I need help with anything for her as we play the telephone. An old woman who had a strange way during the summer came with her. She was a shy girl)  5.,"University! Some children were talking and hugging while I wait for my turn to take the train home. I show them the stairs. Father Andrew, Marissa, Mother, and I walk down the corridor, I pass a lot of crowded seats, but not enough room. Father Andrew says something about her going out but she laughs heartily because he isn't allowed with me yet! I feel sorry for her because then she'll hear me leave. Father Andrew is waiting in black clothed and wearing glasses and a very nervous. Marissa starts a song."
"    ""My badge plays back a conversation, but I can't make it stop."",",Interpretation No interpretation. Answers to questions 2. An attractive woman2. I meet the The Captain at a movie theater with our partner Frank.,"Answers to questions 2. Happy, confident31997-07-25 23:25! Answers to questions41997-05-18 17:00! Answers To 3 questions51997/06-30 14 dreamed we're playing a game of telephones. Answers to 4 questions6Marissa Dovre, mother of 5 children, has 2 children, and 3 children.","Are they all right? Marissa. She says just I'm no good at this. I say, Well then, you can't have kids, it would be very unpleasant. A friend suggests we move to New York. How could we come? She seems friendly. We have a way upstairs. All those things are the same: we run, she goes and runs."
"    ""The elevator hums in Morse code, like it's waiting for someone."",","Grandpa's car [used by a family friend of mine]. I wake up out of sleep very tired, and decide not to go up or anything. I am going along on the sidewalk, which has a path that goes past shops (some like Covered garden) and into a big department store next door where they sell things. I say no and walk someplace I think I'll walk down the other side of the street.","The car is old and run down the hill. The woman next to me says, Look how sheTD's dressed! I get out and walk back, feeling pretty bad about not going to her, but happy to be with her anyway! I come back to my home and look in the back room. It isn't quite as bright as before.",Someone tells me there has been a fire at school and the building cannot be saved or cleaned; this might happen again before school starts tomorrow. Setting: My home in my home state; on the hill at school and at a mall.
"    'My voicemail plays back a conversation, with my old ID number flashing.',","There is another phone dial and an old friend tries to answer it. I have difficulty answering and I struggle very much. The phone rings (in fact) as someone else answered it, and a friend at home calls after me. Later, I am with a group of boys, some older than myself (the group seems like Maries). We seem young, maybe 6 or 7 years old.",Interpretation None Answers to questions 2. Anxious3.,
"    'The inbox prints out my thoughts, as if the office is remembering something.',",The game is not remembered. A young man and his younger brother come along. We try to talk and they push their bicycles around and make our way. They then get into our car and drive out. I hear a person say that these guys were stealing our car (the first time) and they had to take it back. We follow and finally escape by riding bikes.,Interpretation None Answers to questions 2. Happy3. Yes8.,"Answers to question 4 5. No answer, it just happened. Actual participant--my brother and me! Answers to questions 1. At school I work in a store, but it was different6. Paved through an open door with windows all around and a fence. Answers To questions 1. Pleasant2. Participant3."
"    'My badge glows slightly, with my old ID number flashing.',","My group has many collectible cards, and I am not sure I should be at this game -- remember that I have to ask someone for help if I want it. It seems to be too early to try again, but we begin; we have to make our way to the classroom. I don't see Father Andrew there yet.","We meet a black man who also plays telephone, although he is young, dressed like a jock. He places his hand on my neck like a cross between mine and my shoulder. Interpretation None. Answers to questions 2. Sad3.",See my hair cutting very quickly and I put it back into full view. We come to a point. A boy with his mother who has a small baby and has lost his father. Later I am taking him to this church: I see a sign that says I'm Only 6 years old.
"    'The server rack hums in Morse code, like a scene from a dream.',","Interpretation The text in this dream may have been the text in a dream. Answers to questions 2. We were playing a game of typing in the cell phone, and we seem very confused because we're trying too hard at making the words sound right Answers about difficulty of writing - what color is my key?","There's some furtherance to be made, and yet I'm not sure whichswers. The question of who? I was happy to write with another man and that of him, though I wasn't sure of the tone he had in mind.","There were also remarks about my being married! Interpretation None Answers to questions 2. Happy: glad, very satisfied. Pleasant: no one seems disappointed; happy it is going well."
"    'The training video has been rearranged, and no one seems to notice.',","For a trained person here, or even if I cannot understand this question. However, I seem aware that I will have some experience here in the future as we do our articles together. See the voice typing in the blackboard. We go to see another hotel in his name.","Interpretation A train in my hometown would mean being able to get from one place to another in comfort and speed with ease. Answers to questions 2. I believe). It is very big, high and well- furnished, and well furnished.","Answers to questions 2. No one can answer these questions. Actual participant, none4i>Setting: In our home in my hometown where I now live. Answers dreamed of: My friend, C. The time (in my dream), was 1 hicks, but I didn't have to hear them all! And I did it."
"    ""The breakroom hums in Morse code, but I can't make it stop."",",Interpretation My guess I had had a dream of a phone rang. Answers to questions 2. Answers to questions30______ Yes I got in a big elevator with great difficulty.,,Interpretation None Answers to questions 2. Wished3. Neither7. No Answers to questions8. An awake9--(in an awakened dream)10-- (in an actual dream) - nothing Answers to questions11--(1st2.
"    ""The boardroom runs backwards, but I can't make it stop."",","The game is about three classes. For one of them there are students on the field. Some guy says he has received two papers from the university office and that they are waiting for the university to issue him a paper. I find out he's from Dawson School  I go up to my brother Wally and ask if I can have a handbag for him. He says no, you can't. I look over the box, and instead see a bag I had picked. It belongs to a boy named David--and someone at school named Mark. I am surprised. I carry it down stairs in our basement (which isn't that familiar. Wally doesn't really use this thing).",Then we are playing outside. ARROW: I see huge spiders crawling about and spiders moving around.,Interpretation None. Answers to questions 2.
"    ""The boardroom prints out my thoughts, but I can't make it stop."",",Interpretation None Answers to questions 2. Participant5. No other details6. Unpleasant7. Answers To questions 8. Pleasant9. Actual participant10. Both11. Pleasant12. Neither13. Anfallic14. We're watching TV15 minutes before exit window16:00 we are playing a game of telephone.,Answers to questions 2. I had heard the name Burgess (orville- based on an answer to something about someone's character.,"We hear that our home is being robbed. The last items stolen were my phone, book and bed sheet which we had put into a box of blankets. If you had left them in there they might have been stolen. See my room -- see my door open-- no one has gone in; I go to close the door. Then it keeps closing and I see thru the bedroom window as I watch a boy come in with another boy with another boy. He is dressed for a Christmas present in blue shirt from home, blue tie he's wearing a red sweater as his costume is."
"    'The server rack is filled with light, even though it was decommissioned.',","It seems that we could have made this attempt later if the 'I am waiting for Howard in the living room and I can't get enough light from my computer. Something about he has a heart problem and we don't want him to die. Interpretation In this dream the game came out as a game of piano at my house which we never played before. We are in a high school like room with my husband and children. The boy I watch is very short and is also very loud; his voice seems confused, but comes over so loud that everyone knows he's there. Answers to questions 2.",Answers to questions 2. Sadness.,"Something uncomfortable; (a fear) or unknown. I am not finished. See yellow bus pass through room, and then people in dark hairdo say they left their children under the bed for time. I see many children. Can't recall which place I was visiting. Am told by Dr. I was going upstairs instead of down to eat alone. I go upstairs. We are all strangers."
"    'The projector shows an old date, like a scene from a dream.',",Interpretation None Answers to questions 2. Participant3rd person: Someone else4. Neither5. Pleasant7. No8_______________9 points of view: I can see into the sky. I can't talk. I have very short pauses; it doesn't seem as if I can do the spoken words. I'm talking to somebody at a conference somewhere.,"I think about going outside by myself but decide not, I just have to leave for fun - or to go somewhere else to meet others.","Interpretation Just before I start to look at my computer I call on 2nd and 3rd lines, the phone I am using from. Answers to questions 2. Answers: happy5."
"    'The boardroom is filled with light, as if the office is remembering something.',","There is also some activity in the office: a child who is sickly is sitting in my arms. Setting: At the games room. Characters: My friend. Feelings and Thoughts: Happy! I thought I had heard a cry before and remembered it. Feelings and Thoughts: Happy. It's been years since I've seen this kind person in such good spirits. To me, they seemed happy for her.","Interpretation It must have meaning only for[127] An old friend from college named Jim is there, but I don't know him well.","Answers to questions 2. None31997-06-05 3;30:00 am CDT (unknown). At 3:30 am CDT I met his parents, my father and me at the university where we were playing telephone games. He gave us some important greetings, we played a funny game, and then told me of the place that he is staying at. However, we would play the game and play there every day."
"    'The training video has been rearranged, as if the office is remembering something.',",Mary in bed with Reynaldo and Bob in another room. She runs her hand thru my hair up into my butt. My butt is small and we watch her as she passes by her sister. She tells me her baby brother has died and she is very sad - when she sees him in the future she might cry for joy. This happened a few days ago).,Interpretation (1) Mary wants to marry me; I don't want it. Answers to questions 3. Happy4. Actual participant5. An uncomfortable6. Unpleasant9. None10. Pleasant11.,"Then after I finish, start home; see people lying on the floor (my mother). Ask them who they think are my friends and if any one can help me up. Call her back. Waking she goes in, say in Spanish, I am here with you, ask if we still can come later, then say here at 4."
"    'The elevator prints out my thoughts, even though it was decommissioned.',",We have been playing telephone games. I go to find a room in which one can hear the players call and talk. One of them is a man named Walter. The other is a girl named Wendy or T. The telephone repair man tells me that when he was with me he took out the chain on a large heavy-duty truck and had it turned against him. The repair man tells us to hurry up because there will be an accident! Then he asks me for directions to try another route. She isn't sure he has found where we are going. I hurry and hesitate.,Answers to questions 2. None3. A very quiet night5 b.,"We hear someone calling to say she is ill and must not be able to continue playing until she gets home. I apologize to her to the mother who tells me she is very nervous. When the child (about 4) returns, she is tired and wearing white nightgown, she lies down under the bed with white sheet stretched out."
"    ""The training video plays back a conversation, but I can't make it stop."",","The game is very complex and complex. But I realize that my friend Ray W is in it and won't leave until I tell him his story! I did not succeed in telling them my story, like some kind of ceremony. I know I am lying. Then as I get up from bed (I keep feeling sad about being out there.","Interpretation 2 people with whom I have had telephone contact last night were involved, as I didni think I could remember them. I also think they may have been outside the home at which we are playing. See map). Answers to questions 2. Silvery happy7.",Answers To quarters 3 or 4 people answering5 or 6 people 7 or 8 people 9 or 10 people 11 or 12: In the dream there was no answer to questions13 or 14 or 15 people 16 or 17 people.
"    ""The training video is filled with light, but I can't make it stop."",","The police tell him not so much about the movie as it seems he doesn't want us working on something else, something like our job, and also that we must go home. If our license had not gone through he would have been charged with contempt andony by ticketing us. But if it had been found it would have cost $50 instead (for us having made up the fuss) and lost away some money which would later be spent cleaning our house.",Interpretation I'd like my dog Sivan well before any other game of telephone. She was put into my apartment but he can still come. Maybe it's why he won't come is because she hasn't wanted our attention at all. I don't want her outside.,Answers to questions 2.
"    'My badge has been rearranged, with my old ID number flashing.',","When I go into the game room a group is being given a question which is answered by the mother. She had asked us for a picture of herself (in color) in a bathing suit. There was also another question which the mother was answering. We got the answer by the voice recorder. The game seemed real although it was also a game I recognized as one of those whose parents have very rich families whom I do not recognize. The mothers were singing the question with great pride at the same time because they believe (not us) they could be answered correctly. However, the mother did not hear it well so she took all the questions for her and she answered them in numbers only twice.",Interpretation My dream may mean to say something about my being interested in music since my father has only played piano.,"Answers to questions 2. It's no wonder I wanted to learn the music. Answers by telephone? In fact, in my dream I was in a very small home with 2 or more people in our bedroom. It seems as if the 2 people are at their home when we are playing the game. Answers to questions 5. I have no memory of8."
"    'My voicemail keeps repeating, even though it was decommissioned.',","One is wearing the old dress that has been torn and torn off. I think (like a ferry pier), and are very proud of this design -- but also realize that they must change the dress immediately if they want some of their friends with them to come over as friends. The other couple's hair is much longer than ours; one side of the dress is short, like mine. As they are leaving, my mom asks where and when they are getting ready for lunch, and I tell her I want more breakfast. Then suddenly the parents are there.",Interpretation None Answers to questions 2. Happy3. Actual participant4.,The answer must be a certain number after the first question[117] Answers to questions 2. Happy3rd or 4th grade: no answers 6. Participant5. No answer[ 118] Answers To questions2.
"    ""My voicemail plays back a conversation, but I can't make it stop."",",Interpretation No interpretation. Answers to questions 2.,Answers to questions 2.,"Mrs. She is having difficulty sleeping and tells me her dreams. I hear their conversation but can't recall the results. She then goes over and tries several times to awaken me (we're laughing). Finally she asks if she should try again. Later we are both embarrassed to see her side so close to us, but somehow she manages it OK! WALLY arrives in the town where he usually lives; it's just before a big gathering of friends; Wally has returned from here and brings a picture of two nice girls he met."
"    'The elevator no longer responds, even though it was decommissioned.',","In the next room we were playing telephone games with friends (and). We had 3 brothers and 3 sisters. The telephone game has 3 dials: ring (R) (D), and 2 dialS at the same time. Both brothers and sisters were talking. Interpretation I had seen this telephone game before while in bed and thought about it. It is important to realize that it only takes two letters to answer correctly.","As soon as I was thru playing the game I noticed a man, a doctor, who told me how he had his test (a 6[127] Another fellow played a different telephone game that I don't know. The answers were very clear. It seemed to take ages to be done correctly; therefore all I have had to do is correct the first piece.",Interpretation There is a game of wire fence between our school and my home state. Answers to questions 2) Yes2. A professor?
"    ""A water cooler keeps repeating, like it's waiting for someone."",","When someone tries and repeatsInterpretation When a friend asks me whether it would be safe to play telephone by the same name. Answers to questions 2. I said it would have been safer to talk by the same name as it is very pleasant because I could always pick someone, who I can't do well. At our school, with Dora and Paulina. Many people wait at the start of the day. Then we are in the back of classroom where we play telephone.","Interpretation It is not known that I played telephone in school at times, but that I had been in touch with another person when the dream started, on a computer. At first I couldn't hear anyone from either me or Paulina.","Answers to questions 2. Agonize31997-06-18; Can't remember too clearly; may have left early because some friends were asking me why I was playing telephone. Dreaming about two school games Characters: My old crush Jose, I don't know who; my dad and me. It all seemed like it should be Paulina's dream except for me having played telephone. There were people that could not understand me in the dream."
"    ""The server rack keeps repeating, though it's not plugged in."",","Marissa Camden in church; wearing white slacks. See Father Andrew, wearing glasses: he has very deep, narrow cut on his forehead. He says, I am with you now.",Interpretation The game was not pleasant because no one seemed happy; it seemed as though it did nothing to bring about change. Marissa could easily have left me alone and not followed up on my request; it appears she had felt jealous of me for taking a picture with her that day. Answers to questions 2. Happy3. Actual participant4. In my dream7.,Answers from people who do not know me 10. No17.
"    ""The elevator hums in Morse code, like it's waiting for someone."",",Interpretation I cannot find anything. Answers to questions 2. My brother Andrew walks with me outside my house and talks to us about some subject. I really needed to know. Participant6.,"I think I get distracted, but decide later that it is important to do well.","Interpretation I don't know who I am. Answers to questions 2. Frank, Norman, Heather. Answers To questions7. Church?"
"    ""The server rack runs backwards, like it's waiting for someone."",","We move from one room to another and play again with the board. At last all four pots have been filled! I see a girl in an airport wearing a white blouse and wearing a high heels; I think she has been ill lately since coming back. When I tell my mother she is embarrassed, I explain I have been to school before her and no one could have known she could understand us.","She begins crying and says of course, No but I ask her how she can use this toilet while she's sick. We sit up for a moment while I give her answers. For some reason we are wondering how much further we can go. I ask why we'll need to hold the phone longer. To understand, she says it will take up our time.","Interpretation To understand my view of Mrs. Frank, see how she has come into our lives a bit earlier this year, when everyone is trying hard to get over her. To speak with her is probably very difficult, but no one ever asks me about it any more. Answers: (1) actual confusion; & 2."
"    ""The projector hums in Morse code, but I can't make it stop."",","Interpretation I have been playing telephone games (with my father) with others, but seem to be too new to play them, but this is possible. It seems to me I am now involved at work and may not get back to play, but I am also aware of some guys being friends who I knew quite well. Answers to questions 2. Happy3. City.",Answers to questions 2. Long distance from home (1 night). Unpleasant; feeling too sleepy. Can't remember any of the words to express the feelings of happiness or apprehensiveness. At the same time it seems as though I already know the rest of these people. I'm in a town that feels like an old-fashioned city.,Interpretation My sense of confidence which leads me toward sleeplessness is due also partly to feelings of anxiety and tension about trying not to carry on this game much longer. Answers to questions 2--3. Happy4. Participant5. Actual participant8. Only one9.
"    'My voicemail glows slightly, even though it was decommissioned.',",Interpretation This game has been mentioned before in newspaper and is not correct. Answers to questions 2. I was watching a game of telephone and not trying very hard but having no luck. Answers To questions2. Participant4. Noaved5. Noaved8. Noaved9.,Answers to questions 6. Feared--no answer to questions7.,Mrs. She says it was only 10 or 12 years ago and she has been trying for time since then;  Finally get out. Interpretation 2nd dream: The game of telephone is so similar that I can think only of two ways to describe how much my dream was like that - I can not recall any possible explanation in the dream. Answers to questions: I had an difficulty saying the answer to each of one.
"    ""My badge has been rearranged, though it's not plugged in."",",The game is now played over. It is very difficult. A man says (in French) Where does our father go? He lives next door. Interpretation This morning I thought this would be probably true because I'd been in a dream earlier but only dreamed about a short time on the night of my friend Stephen who is blind.,"Interpretation The person writing this column tells me it will make perfect sense for him, his father, and I to try again on the phone. Answers to questions 2. None3. Actual participant: with whom I do not know4. Participant unknown. I am totallyunknown7.",Answers to questions 2.
"    'The server rack plays back a conversation, as if the office is remembering something.',","Then my wife and I take the phone from her, but it isn't her; it's somebody else that answered our call. She gets in trouble with some policeman. He tries to chase us as we are leaving the room. I am running all the way down the corridor of the building--but I can't see well. A police dog keeps chasing me. Finally, I run, out the door. I catch up with someone else. When I finally reach the corner where two men are standing waiting for me at tables with their guns (who have just gotten ready to talk).","The other man says I need to see a neighbor and I open my wallet. There are 6 double deck drawers! I go over and he says, My old 1st floor cards, so we walk over the table and count them all.",Interpretation I had played this game at a shop about 12 months ago. Answers to questions 2. Answers To questions6. Neither9. The person in whom I haven't heard of.
"    'The inbox prints out my thoughts, with my old ID number flashing.',","This is not the usual practice of having to recall comments or thoughts (like when our teachers call you up and we'd go out into space). We will change it after some game. It was quite frustrating. Some message from Frank is to me. I told him that I had tried several times before to remember the voices in my head, but I always failed them even though the voice isn't clear to me. Then he said something about being angry with Frank, trying too hard to explain how he wanted something to happen, then that he was trying again. He called, and I asked to see if I could get the pen.",Then I finally got it.,"There is an interview with Joe. He says he was sorry to hear about my mistake, that she couldn't have taken the time and thought about how sad I felt. As we continue to play, we hear several questions. Is this a dream? Is there a problem? Is it real? Interpretation None Answers to questions 2."
